_id,ltable_ID,rtable_ID,ltable_name,ltable_address,ltable_zipcode,ltable_phone,ltable_cuisine,rtable_name,rtable_address,rtable_zipcode,rtable_phone,rtable_cuisine
1832659,13851,19055,papa john's pizza,"1016 coney island ave, ,",11230,7183387272.0,pizza,papa john's,1016 coney island ave,11230,7183387272,pizza
1833090,13858,23600,red hook lobster pound,"284 van brunt st, ,",11231,7188587650.0,seafood,red hook lobster pound,284 van brunt st,11231,7188587650,seafood
1834187,13869,21343,the black flamingo,"281 van brunt st, ,",11231,,coffee & tea cafes,the black flamingo,281 van brunt st,11231,3472515057,cafã©/coffee/tea
1837066,13894,19749,hometown bar-b-que,"454 van brunt st, ,",11231,3472944644.0,barbeque,hometown bar-b-que,454 van brunt st,11231,3472944644,barbecue
1849002,14015,6500,ling gee,"287 van brunt street, ,",11231,7185227246.0,restaurants,wen gee house,287 van brunt street,11231,7185227246,chinese
1856051,14123,9782,the trade union cafe,"346 malcolm x blvd,",11233,3477153936.0,cafes desserts sandwiches,the trade union cafe,346 malcolm x blvd,11233,3477153936,cafã©/coffee/tea
1856234,14127,7293,daddy greens,"352 malcolm x blvd, ,",11233,7184842142.0,pizza coffee & tea sandwiches,daddy greens,352 malcolm x blvd,11233,7184842142,pizza
1856998,14141,15284,nana ramen,"330 malcolm x blvd,",11233,,ramen,nana ramen,330 malcolm x blvd,11233,9292100589,other
1857475,14152,370,magic soul food,"320 malcolm x blvd, ,",11233,3472953247.0,soul food,magic soul food,320 malcolm x blvd,11233,3472953247,soul food
1857606,14154,5911,krazy chicken and pizza,"299 malcolm x blvd, ,",11233,7184847761.0,pizza,krazy chicken & pizza,299 malcolm x blvd,11233,7184847761,pizza
1871513,14308,20019,cafe at your mother-in-law,"3071 brighton 4th st, ,",11235,7189424088.0,korean russian uzbek,at your mother-in-law,3071 brighton 4th st,11235,7189424088,korean
1873293,14323,9048,tatiana restaurant,"3152 brighton 6th st, ,",11235,7188915151.0,russian,beach cafe,3152 brighton 6th st,11235,7188915151,eastern european
1873588,14326,13109,wow cafe and grill,"12 brighton 11th st,",11235,7189754520.0,american (traditional) seafood,wow cafe and grill,12 brighton 11th st,11235,7189754520,american
1873844,14328,5280,my house burgers & shakes,"1650 sheepshead bay rd, ,",11235,7189340400.0,burgers halal american (traditional),aka my house,1650 sheepshead bay rd,11235,7189340400,armenian
1874364,14332,18804,cafe paris,"3178 coney island ave, ,",11235,7186460800.0,russian,cafe paris,3178 coney island ave,11235,7186460800,russian
1874585,14333,18805,cafe dushanbe,"1788 sheepshead bay rd, ,",11235,7186769404.0,russian middle eastern uzbek,cafe dushanbe,1788 sheepshead bay rd,11235,7186769404,middle eastern
1875499,14342,13629,factory cafe,"1724 sheepshead bay rd,",11235,7187692233.0,mediterranean cafes pizza,factory cafe nyc,1724 sheepshead bay rd,11235,7187692233,mediterranean
1875833,14345,9048,tatiana grill,"3152 brighton 6th st, ,",11235,7186467630.0,russian,beach cafe,3152 brighton 6th st,11235,7188915151,eastern european
1876779,14353,22918,guest house restaurant,"282 brighton beach ave, ,",11235,7188913111.0,seafood modern european,guesthouse retsaurant,282 brighton beach ave,11235,7188913111,eastern european
1877288,14359,20006,anatolian gyro restaurant,"2623 e 16th st, ,",11235,7187694754.0,turkish,anatolian gyro restaurant,2623 e 16th st,11235,7187694754,turkish
1877667,14362,13584,azerbaijan,"2612 e 14th st,",11235,7186482345.0,middle eastern halal,azerbaijan,2612 e 14th st,11235,7186482345,mediterranean
1878165,14367,11656,casa malinche,"3078 coney island ave,",11235,3475875077.0,mexican seafood sandwiches,casa malinche,3078 coney island ave,11235,3475875077,mexican
1878889,14372,21208,oleandr restaurant,"410 brighton beach ave, ,",11235,7186485484.0,russian,oleandr restaurant,410 brighton beach ave,11235,7186485484,russian
1879269,14375,16454,fuel,"1715 sheepshead bay rd, ,",11235,7187433333.0,juice bars & smoothies cafes,fuel,1715 sheepshead bay rd,11235,7187433333,american
1879597,14378,7362,national restaurant,"273 brighton beach ave, ,",11235,7186461225.0,russian dance clubs venues & event spaces,national restaurant & catering,273 brighton beach ave,11235,7186461225,russian
1879749,14379,568,umi japanese cuisine,"215 brighton beach ave, ,",11235,7187693338.0,sushi bars,umi sushi japanese cuisine,215 brighton beach ave,11235,7187693338,japanese
1880419,14385,12499,nasheman grill and restaurant,"3149 coney island ave, ,",11235,7183328100.0,indian pakistani,nasheman grill & restaurant,3149 coney island ave,11235,7183328100,indian
1881510,14396,13233,luigi's pizza,"1049 brighton beach ave, ,",11235,7183321155.0,pizza,luigi's pizza,1049 brighton beach ave,11235,7183321155,italian
1881792,14398,6424,cafe restaurant volna,"3145 brighton 4th st, ,",11235,7183320341.0,american (traditional) russian,tatiana grill and cafe,3145 brighton 4th st,11235,7186467630,russian
1882372,14403,16270,arbuz,"1706 sheepshead bay rd, ,",11235,7189750999.0,ice cream & frozen yogurt creperies coffee & tea,arbuz,1706 sheepshead bay rd,11235,7189750999,"juice, smoothies, fruit salads"
1883021,14408,21333,romanoff restaurant,"2670 coney island ave,",11235,7183320222.0,russian cabaret,romanoff restaurant,2670 coney island ave,11235,7183320222,russian
1883505,14412,21815,popeyes louisiana kitchen,"709 brighton beach ave,",11235,7189752995.0,fast food seafood american (traditional),popeyes louisiana kitchen,709 brighton beach ave,11235,7187592995,chicken
1883824,14415,6424,tatiana cafe,"3145 brighton 4th st, ,",11235,7186467630.0,cafes,tatiana grill and cafe,3145 brighton 4th st,11235,7186467630,russian
1884031,14418,7372,sakura,"2832 coney island ave, ,",11235,7186488880.0,japanese sushi bars,sakura,2832 coney island ave,11235,7186488880,japanese
1884403,14421,909,new win way restaurant,"2830 coney island ave, ,",11235,7188917415.0,chinese,win way chinese restaurant,2830 coney island ave,11235,9173252666,chinese
1884669,14423,14214,neptune pizza,"3033 coney island avenue, ,",11235,7189754472.0,pizza,neptune pizza,3033 coney island avenue,11235,7189754472,pizza
1885109,14426,2810,palace fried chicken,"523 brighton beach ave, ,",11235,7187436836.0,american (traditional),palace fried chicken,523 brighton beach ave,11235,7187436836,chicken
1887254,14444,16918,asian bay,"1741 sheepshead bay rd, ,",11235,7183681988.0,japanese chinese sushi bars,asian bay chinese food,1741 sheepshead bay rd,11235,7183681988,asian
1887745,14449,7281,bagel road,1424 sheepshead bay rd,11235,7186761471.0,bagels sandwiches,bagel road,1424 sheepshead bay rd,11235,7186761471,bagels/pretzels
1889042,14463,10327,wendy's,"621 brighton beach ave, ,",11235,7186482680.0,burgers fast food,wendy's,621 brighton beach ave,11235,7188097780,hamburgers
1892114,14493,3787,starbucks,"607 brighton beach ave, ,",11235,7189343211.0,coffee & tea,starbucks,607 brighton beach ave,11235,7189343211,cafã©/coffee/tea
1939370,14908,9648,four & twenty blackbirds cafe,"10 grand army plz, ,",11238,7182302210.0,bakeries breakfast & brunch cafes,(library)  four & twenty blackbirds,10 grand army plz,11238,3475743474,cafã©/coffee/tea
1982647,15172,23323,gourmet spring,"39-16 college point blvd,",11354,7183212888.0,asian fusion,a+ roof bar,3916 college point blvd,11354,9178558916,"bottled beverages, including water, sodas, juices, etc."
2012841,15329,5392,little lamb mongolian hot pot,"40-24 college point blvd, ,",11354,7183591668.0,mongolian chinese hot pot,little lamb,40-24 college point blvd,11354,7183591668,asian
2012902,15329,11921,little lamb mongolian hot pot,"40-24 college point blvd, ,",11354,7183591668.0,mongolian chinese hot pot,coco fresh tea & juice,4024 college point blvd,11354,7188863386,cafã©/coffee/tea
2016719,15345,5392,subway,"4024 college point blvd, ste b227,",11354,7184604700.0,sandwiches fast food,little lamb,40-24 college point blvd,11354,7183591668,asian
2016780,15345,11921,subway,"4024 college point blvd, ste b227,",11354,7184604700.0,sandwiches fast food,coco fresh tea & juice,4024 college point blvd,11354,7188863386,cafã©/coffee/tea
2023920,15376,23323,the parc hotel,"3916 college point blvd,",11354,7183588897.0,hotels,a+ roof bar,3916 college point blvd,11354,9178558916,"bottled beverages, including water, sodas, juices, etc."
2032508,15418,5392,skyview center,"40-24 college point blvd, ,",11354,7184602000.0,shopping centers,little lamb,40-24 college point blvd,11354,7183591668,asian
2032569,15418,11921,skyview center,"40-24 college point blvd, ,",11354,7184602000.0,shopping centers,coco fresh tea & juice,4024 college point blvd,11354,7188863386,cafã©/coffee/tea
2034724,15428,5392,chuck e cheese's,"40-24 college point blvd, ste b213,",11354,7183210400.0,pizza venues & event spaces kids activities,little lamb,40-24 college point blvd,11354,7183591668,asian
2034785,15428,11921,chuck e cheese's,"40-24 college point blvd, ste b213,",11354,7183210400.0,pizza venues & event spaces kids activities,coco fresh tea & juice,4024 college point blvd,11354,7188863386,cafã©/coffee/tea
2049536,15503,19118,fairfield inn new york laguardia airport/flushing,"28-66 college point boulevard, ,",11354,7188889979.0,hotels,fairfield inn,2866 college point boulevard,11354,7188889979,american
2056053,15534,5392,skyfoods,"40-24 college point blvd, ,",11354,7189396688.0,grocery,little lamb,40-24 college point blvd,11354,7183591668,asian
2056114,15534,11921,skyfoods,"40-24 college point blvd, ,",11354,7189396688.0,grocery,coco fresh tea & juice,4024 college point blvd,11354,7188863386,cafã©/coffee/tea
2061870,15564,5392,royal beauty hair salon,"skyview ctr, 40-24 college point blvd level b,",11354,7183538262.0,hair salons,little lamb,40-24 college point blvd,11354,7183591668,asian
2061931,15564,11921,royal beauty hair salon,"skyview ctr, 40-24 college point blvd level b,",11354,7183538262.0,hair salons,coco fresh tea & juice,4024 college point blvd,11354,7188863386,cafã©/coffee/tea
2068889,15606,23012,ok ryan restaurant,"4104 college point blvd, ,",11355,7183217309.0,chinese taiwanese,ok ryan restaurant,4104 college point blvd,11355,7183217309,chinese
2069937,15616,17686,el palacio de las empanadas,"4219 college point blvd, ,",11355,7186611080.0,colombian empanadas mexican,empanadas el gustazo restaurante,4219 college point blvd,11355,7186611080,"latin (cuban, dominican, puerto rican, south & central american)"
2070916,15623,17652,nan jing liang's duck,"42-26 college point blvd, ,",11355,3476541777.0,chinese,nanjing liang's duck,4226 college point blvd,11355,9296001777,chinese
2094142,15817,11424,dunkin' donuts,"4102 college point blvd, ,",11355,7184602571.0,coffee & tea donuts,cj diamond cafe,4102 college point blvd,11355,7183532588,chinese
2094496,15829,22593,mamma luciana's,"15-11 college point blvd,",11356,7184456262.0,pizza italian,mamma lucianas,1511 college point blvd,11356,6464898050,pizza/italian
2094582,15831,23672,blue tijuana,"15-24 college point blvd, ,",11356,7188880455.0,mexican,blue tijuana,1524 college point blvd,11356,7188880455,mexican
2094614,15832,19627,noodle house,"18-32 college point blvd,",11356,7183218884.0,asian fusion soup noodles,noodle house,1832 college point blvd,11356,7183218884,chinese
2094783,15838,18126,sabor restaurant & bakery,"15-20 college point blvd, ,",11356,3473684407.0,bakeries colombian dominican,sabor restaurant & bakery,1520 college point blvd,11356,3473684407,other
2094865,15840,18719,cascarinos pizzeria,"1460 college point blvd, ,",11356,7184459755.0,pizza salad soup,cascarinos,1460 college point blvd,11356,7184459755,pizza/italian
2094981,15845,21381,mangu grill,"15-03 college point blvd, ,",11356,7183219982.0,dominican breakfast & brunch sandwiches,mangu grill restaurant,1503 college point blvd,11356,3477350990,"latin (cuban, dominican, puerto rican, south & central american)"
2095127,15849,9238,genaro's pizzeria & restaurant,"18-12 college point blvd,",11356,7183091096.0,pizza italian,genaro's pizzeria and restaurant,1812 college point blvd,11356,7183091096,italian
2095397,15860,21992,subway,"15-18 college point blvd, ,",11356,7183534449.0,sandwiches fast food,subway,15-18 college point blvd,11356,7183160384,sandwiches
2095598,15865,6408,happy town chinese kitchen,"1803 college point boulevard, ,",11356,7187621870.0,chinese,happy town chinese restaurant,1803 college point boulevard,11356,7187621870,chinese
2097180,15907,1451,king's chef chinese restaurant,"15327 cross island parkway, ,",11357,7187678100.0,chinese,king's chef,15327 cross island parkway,11357,7187678100,chinese
2098594,15943,18333,ali baba,"33-35 francis lewis blvd, ,",11358,7184898584.0,turkish afghan,francis lewis ali baba,3335 francis lewis blvd,11358,7184898584,middle eastern
2099948,15960,17926,thanya thai cuisine,"33-47 francis lewis blvd, ,",11358,7183210506.0,thai,thanya thai cuisine,3347 francis lewis blvd,11358,7183210506,thai
2100173,15963,18055,sangria tapas & wine,"2902 francis lewis blvd, ,",11358,7183582727.0,tapas/small plates tapas bars,sangria,2902 francis lewis blvd,11358,7183582727,spanish
2106648,16036,15322,pietros pizzeria cafe,"25-71 francis lewis blvd, ,",11358,7188198312.0,pizza breakfast & brunch,pietro's pizzeria & cafe,2571 francis lewis blvd,11358,7188198312,pizza/italian
2106968,16040,22417,taco hut,"3267 francis lewis blvd, ,",11358,7183582333.0,tex-mex mexican,taco hut,3267 francis lewis blvd,11358,7183582333,tex-mex
2107386,16045,2855,big apple chinese & japanese restaurant,"3255 francis lewis blvd, ,",11358,7188861118.0,chinese japanese buffets,big apple chinese & japanese restaurant,3255 francis lewis blvd,11358,7188861118,chinese/japanese
2107398,16045,6384,big apple chinese & japanese restaurant,"3255 francis lewis blvd, ,",11358,7188861118.0,chinese japanese buffets,flb's pub,3255 francis lewis blvd,11358,7183097401,american
2108745,16063,13867,subway,"2550 francis lewis blvd, ,",11358,7188862817.0,sandwiches fast food,subway,2550 francis lewis blvd,11358,7183211570,sandwiches
2109036,16084,17943,clearview park golf course,"202-12 willets point boulevard, ,",11360,7182292570.0,golf venues & event spaces wedding planning,clearview park (golf course),20212 willets point boulevard,11360,7182292570,american
2116354,16206,6363,corner deli,"4701 francis lewis blvd, ,",11361,7182792920.0,delis,super tiger deli,4701 francis lewis blvd,11361,7182792920,american
2119557,16275,3150,chipotle mexican grill,"254-65 horace harding expy, ,",11362,7182244220.0,mexican fast food,chipotle mexican grill,25465 horace harding expy,11362,7182244220,mexican
2122348,16375,15824,ichopsticks,"18520 horace harding expy,",11365,7183211221.0,cantonese,chopsticks,18520 horace harding expy,11365,7183211221,asian
2122674,16389,22663,ali baba,"18310 horace harding expy, ,",11365,7184637362.0,afghan turkish,ali baba,18310 horace harding expy,11365,7184637900,middle eastern
2123260,16412,3590,68 taste of china,"6824 fresh meadow ln, ,",11365,7184612100.0,chinese,68 taste of china,6824 fresh meadow ln,11365,7184612100,chinese
2264358,17558,16634,clem's public house,"61-16 laurel hill blvd,",11377,9178432818.0,chicken wings pubs,clem's public house,6116 laurel hill blvd,11377,7185052900,american
2279665,17721,7749,the live oak,"5993 fresh pond rd,",11378,7183264920.0,sports bars irish pub,the live oak,5993 fresh pond rd,11378,7183264920,american
2279984,17731,11367,gino's express pizza,"62-69 dry harbor rd,",11379,7188061650.0,pizza,gino's pizza express,6269 dry harbor rd,11379,7188061650,pizza
2280489,17750,18605,jade bamboo,"64-72 dry harbor rd, ,",11379,7183263998.0,chinese japanese,jade bamboo,6472 dry harbor rd,11379,7183263998,chinese
2281283,17768,12407,pravue cafe & albanian grill,"70-02 fresh pond rd,",11385,3478449120.0,modern european mediterranean,pravue cafe,7002 fresh pond rd,11385,3478449120,mediterranean
2281505,17770,23097,house of gyro & shawarma,"69-01 fresh pond rd,",11385,3478449183.0,fast food mediterranean desserts,house of gyro & shawarma,6901 fresh pond rd,11385,3478449183,middle eastern
2289924,17820,2336,gyro world ridgewood,"66-57 fresh pond rd, ,",11385,7183664976.0,greek,gyro world,6657 fresh pond rd,11385,7183664976,greek
2295395,17848,19534,tendo sushi,"66-26 fresh pond rd, ,",11385,7183810809.0,japanese desserts sushi bars,tendo sushi,6626 fresh pond rd,11385,7183810809,japanese
2302638,17886,13216,k angel k chinese buffet,"341 saint nicholas ave, ,",11385,7183817111.0,chinese,el manaba restaurant,341 saint nicholas ave,11385,3472277506,spanish
2306465,17905,22647,etno restaurant,"67-14 fresh pond rd,",11385,3472944374.0,modern european,etno restaurant inc,6714 fresh pond rd,11385,6462795200,bakery
2320047,18046,3608,popeyes,"21903 n conduit ave, ,",11413,7184135947.0,chicken wings fast food,popeyes louisiana kitchen,21903 n conduit ave,11413,7184135947,american
2320054,18046,20014,popeyes,"21903 n conduit ave, ,",11413,7184135947.0,chicken wings fast food,erica's caribbean cuisine,21903 n conduit ave,11413,3474810184,caribbean
2320075,18047,15280,golden krust,"22324 s conduit ave, ,",11413,7183411600.0,caribbean,golden krust caribbean bakery & grill,22324 s conduit ave,11413,7183411600,caribbean
2320095,18048,17253,breezes island grill restaurant and lounge,"230-06 s conduit ave,",11413,7185275012.0,caribbean,breezes island grill restauant & lounge,23006 s conduit ave,11413,9176858673,caribbean
2322656,18152,20431,1-800-bartend,"80-02 kew gardens rd, ,",11415,7185751900.0,specialty schools bartenders,24 hour fitness #290,8002 kew gardens rd,11415,7187930910,"juice, smoothies, fruit salads"
2322852,18162,20431,24 hour fitness,"8002 kew gardens rd, ,",11415,7187930910.0,gyms trainers,24 hour fitness #290,8002 kew gardens rd,11415,7187930910,"juice, smoothies, fruit salads"
2327489,18292,22019,nanking gourmet deli,"8820 van wyck expy,",11418,7188801496.0,delis,nanking,8820 van wyck expy,11418,7188801496,american
2331952,18372,8736,jashan a mehfil,"95-04 van wyck expy, ,",11419,7185232323.0,indian,mehfil indian restaurant,9504 van wyck expy,11419,7185232323,indian
2341890,18570,65,justin's restaurant,"245-13 francis lewis blvd, ,",11422,7189781949.0,spanish,dora restaurant,24513 francis lewis blvd,11422,7189781949,spanish
2342194,18588,20361,popeyes louisiana kitchen,"24501 francis lewis blvd, ,",11422,7182763010.0,fast food chicken wings,subway,24501 francis lewis blvd,11422,7187125004,sandwiches
2343816,18661,983,papa john's pizza,"8953 francis lewis blvd, ,",11427,7182647272.0,pizza,papa john's,8953 francis lewis blvd,11427,7182647272,pizza
2345004,18710,12882,kizine lakay,"112-26 francis lewis blvd, ,",11429,7187402280.0,haitian american (new) cajun/creole,kizine lakay,11226 francis lewis blvd,11429,7187402280,caribbean
2361628,18881,23022,anita's roti shop,"10613 guy r brewer blvd, ,",11433,7186583439.0,trinidadian,crown fried chicken,9240c guy r brewer blvd,11433,7187251254,chicken
2361630,18881,21936,anita's roti shop,"10613 guy r brewer blvd, ,",11433,7186583439.0,trinidadian,green apple food court /latin mexican grill,9245 guy r brewer blvd,11433,7186588887,"latin (cuban, dominican, puerto rican, south & central american)"
2361632,18881,5977,anita's roti shop,"10613 guy r brewer blvd, ,",11433,7186583439.0,trinidadian,sour sop cafe,9222 guy r brewer blvd,11433,7182060873,caribbean
2361635,18881,1156,anita's roti shop,"10613 guy r brewer blvd, ,",11433,7186583439.0,trinidadian,anita's roti shop,10613 guy r brewer boulevard,11433,7186583439,caribbean
2361685,18884,23022,green apple food court,"92-45 guy r brewer blvd, ,",11433,,food court,crown fried chicken,9240c guy r brewer blvd,11433,7187251254,chicken
2361687,18884,21936,green apple food court,"92-45 guy r brewer blvd, ,",11433,,food court,green apple food court /latin mexican grill,9245 guy r brewer blvd,11433,7186588887,"latin (cuban, dominican, puerto rican, south & central american)"
2361689,18884,5977,green apple food court,"92-45 guy r brewer blvd, ,",11433,,food court,sour sop cafe,9222 guy r brewer blvd,11433,7182060873,caribbean
2361837,18894,23022,yogi's restaurant,"10826 guy r brewer blvd, ,",11433,7182629352.0,american (new),crown fried chicken,9240c guy r brewer blvd,11433,7187251254,chicken
2361839,18894,21936,yogi's restaurant,"10826 guy r brewer blvd, ,",11433,7182629352.0,american (new),green apple food court /latin mexican grill,9245 guy r brewer blvd,11433,7186588887,"latin (cuban, dominican, puerto rican, south & central american)"
2361841,18894,5977,yogi's restaurant,"10826 guy r brewer blvd, ,",11433,7182629352.0,american (new),sour sop cafe,9222 guy r brewer blvd,11433,7182060873,caribbean
2361845,18894,4126,yogi's restaurant,"10826 guy r brewer blvd, ,",11433,7182629352.0,american (new),yogi restaurant,10826 guy r brewer boulevard,11433,7182629352,caribbean
2361952,18901,21767,boulevard pizza,"10901 guy r brewer boulevard, ,",11433,7185262779.0,pizza,starbucks,9420 guy r brewer boulevard,11433,3042426200,cafã©/coffee/tea
2361958,18901,1156,boulevard pizza,"10901 guy r brewer boulevard, ,",11433,7185262779.0,pizza,anita's roti shop,10613 guy r brewer boulevard,11433,7186583439,caribbean
2361959,18901,4126,boulevard pizza,"10901 guy r brewer boulevard, ,",11433,7185262779.0,pizza,yogi restaurant,10826 guy r brewer boulevard,11433,7182629352,caribbean
2361961,18901,15338,boulevard pizza,"10901 guy r brewer boulevard, ,",11433,7185262779.0,pizza,three brother's pizzeria,10901 guy r brewer boulevard,11433,7185262779,pizza
2362368,18911,14448,peppa pot,"13428 guy r brewer blvd, ,",11434,7185288200.0,caribbean,xin bao,13742 guy r brewer blvd,11434,7189778989,chinese
2362369,18911,18566,peppa pot,"13428 guy r brewer blvd, ,",11434,7185288200.0,caribbean,new castle deli & grocery,14934 guy r brewer blvd,11434,7189955327,delicatessen
2362379,18911,226,peppa pot,"13428 guy r brewer blvd, ,",11434,7185288200.0,caribbean,peppa pot jamaican cuisine,13428 guy r brewer blvd,11434,7185288200,caribbean
2362380,18911,5115,peppa pot,"13428 guy r brewer blvd, ,",11434,7185288200.0,caribbean,royal fried chicken,11701 guy r brewer blvd,11434,7182760926,american
2362381,18911,18926,peppa pot,"13428 guy r brewer blvd, ,",11434,7185288200.0,caribbean,peru rotisserie barbeque chicken and pizza,13406 guy r brewer blvd,11434,7185281122,american
2362394,18911,15151,peppa pot,"13428 guy r brewer blvd, ,",11434,7185288200.0,caribbean,country taste,14594 guy r brewer blvd,11434,7185288055,other
2362395,18911,11725,peppa pot,"13428 guy r brewer blvd, ,",11434,7185288200.0,caribbean,soul food the restaurant,14707 guy r brewer blvd,11434,7187230233,caribbean
2362413,18911,11576,peppa pot,"13428 guy r brewer blvd, ,",11434,7185288200.0,caribbean,checkers,133-18 guy r brewer blvd,11434,7184135599,other
2362416,18911,3198,peppa pot,"13428 guy r brewer blvd, ,",11434,7185288200.0,caribbean,new ming garden ii,13414 guy r brewer blvd,11434,7185255555,chinese
2362428,18912,3963,magic soul food,"134-50 guy r brewer blvd, ,",11434,7185254540.0,soul food,magic soul food,13450 guy r brewer boulevard,11434,7185254540,caribbean
2362430,18912,14448,magic soul food,"134-50 guy r brewer blvd, ,",11434,7185254540.0,soul food,xin bao,13742 guy r brewer blvd,11434,7189778989,chinese
2362431,18912,18566,magic soul food,"134-50 guy r brewer blvd, ,",11434,7185254540.0,soul food,new castle deli & grocery,14934 guy r brewer blvd,11434,7189955327,delicatessen
2362441,18912,226,magic soul food,"134-50 guy r brewer blvd, ,",11434,7185254540.0,soul food,peppa pot jamaican cuisine,13428 guy r brewer blvd,11434,7185288200,caribbean
2362442,18912,5115,magic soul food,"134-50 guy r brewer blvd, ,",11434,7185254540.0,soul food,royal fried chicken,11701 guy r brewer blvd,11434,7182760926,american
2362443,18912,18926,magic soul food,"134-50 guy r brewer blvd, ,",11434,7185254540.0,soul food,peru rotisserie barbeque chicken and pizza,13406 guy r brewer blvd,11434,7185281122,american
2362456,18912,15151,magic soul food,"134-50 guy r brewer blvd, ,",11434,7185254540.0,soul food,country taste,14594 guy r brewer blvd,11434,7185288055,other
2362457,18912,11725,magic soul food,"134-50 guy r brewer blvd, ,",11434,7185254540.0,soul food,soul food the restaurant,14707 guy r brewer blvd,11434,7187230233,caribbean
2362475,18912,11576,magic soul food,"134-50 guy r brewer blvd, ,",11434,7185254540.0,soul food,checkers,133-18 guy r brewer blvd,11434,7184135599,other
2362478,18912,3198,magic soul food,"134-50 guy r brewer blvd, ,",11434,7185254540.0,soul food,new ming garden ii,13414 guy r brewer blvd,11434,7185255555,chinese
2362519,18913,11725,catfish cafe,"147-07 guy brewer blvd, ,",11434,7187230233.0,soul food seafood,soul food the restaurant,14707 guy r brewer blvd,11434,7187230233,caribbean
2363484,18932,14448,royal fried chicken,11701 guy r brewer blvd,11434,7182760926.0,chicken wings,xin bao,13742 guy r brewer blvd,11434,7189778989,chinese
2363485,18932,18566,royal fried chicken,11701 guy r brewer blvd,11434,7182760926.0,chicken wings,new castle deli & grocery,14934 guy r brewer blvd,11434,7189955327,delicatessen
2363495,18932,226,royal fried chicken,11701 guy r brewer blvd,11434,7182760926.0,chicken wings,peppa pot jamaican cuisine,13428 guy r brewer blvd,11434,7185288200,caribbean
2363496,18932,5115,royal fried chicken,11701 guy r brewer blvd,11434,7182760926.0,chicken wings,royal fried chicken,11701 guy r brewer blvd,11434,7182760926,american
2363497,18932,18926,royal fried chicken,11701 guy r brewer blvd,11434,7182760926.0,chicken wings,peru rotisserie barbeque chicken and pizza,13406 guy r brewer blvd,11434,7185281122,american
2363510,18932,15151,royal fried chicken,11701 guy r brewer blvd,11434,7182760926.0,chicken wings,country taste,14594 guy r brewer blvd,11434,7185288055,other
2363511,18932,11725,royal fried chicken,11701 guy r brewer blvd,11434,7182760926.0,chicken wings,soul food the restaurant,14707 guy r brewer blvd,11434,7187230233,caribbean
2363529,18932,11576,royal fried chicken,11701 guy r brewer blvd,11434,7182760926.0,chicken wings,checkers,133-18 guy r brewer blvd,11434,7184135599,other
2363532,18932,3198,royal fried chicken,11701 guy r brewer blvd,11434,7182760926.0,chicken wings,new ming garden ii,13414 guy r brewer blvd,11434,7185255555,chinese
2363608,18934,14448,early b jamaican cuisine,"13742 guy r brewer blvd, ,",11434,7182760015.0,caribbean,xin bao,13742 guy r brewer blvd,11434,7189778989,chinese
2363609,18934,18566,early b jamaican cuisine,"13742 guy r brewer blvd, ,",11434,7182760015.0,caribbean,new castle deli & grocery,14934 guy r brewer blvd,11434,7189955327,delicatessen
2363619,18934,226,early b jamaican cuisine,"13742 guy r brewer blvd, ,",11434,7182760015.0,caribbean,peppa pot jamaican cuisine,13428 guy r brewer blvd,11434,7185288200,caribbean
2363620,18934,5115,early b jamaican cuisine,"13742 guy r brewer blvd, ,",11434,7182760015.0,caribbean,royal fried chicken,11701 guy r brewer blvd,11434,7182760926,american
2363621,18934,18926,early b jamaican cuisine,"13742 guy r brewer blvd, ,",11434,7182760015.0,caribbean,peru rotisserie barbeque chicken and pizza,13406 guy r brewer blvd,11434,7185281122,american
2363634,18934,15151,early b jamaican cuisine,"13742 guy r brewer blvd, ,",11434,7182760015.0,caribbean,country taste,14594 guy r brewer blvd,11434,7185288055,other
2363635,18934,11725,early b jamaican cuisine,"13742 guy r brewer blvd, ,",11434,7182760015.0,caribbean,soul food the restaurant,14707 guy r brewer blvd,11434,7187230233,caribbean
2363636,18934,10353,early b jamaican cuisine,"13742 guy r brewer blvd, ,",11434,7182760015.0,caribbean,early b jamaican cuisine,13742 guy r brewer boulevard,11434,7182760015,caribbean
2363653,18934,11576,early b jamaican cuisine,"13742 guy r brewer blvd, ,",11434,7182760015.0,caribbean,checkers,133-18 guy r brewer blvd,11434,7184135599,other
2363656,18934,3198,early b jamaican cuisine,"13742 guy r brewer blvd, ,",11434,7182760015.0,caribbean,new ming garden ii,13414 guy r brewer blvd,11434,7185255555,chinese
2363918,18942,14448,country taste,"145-94 guy r brewer blvd, ,",11434,7185288055.0,american (new),xin bao,13742 guy r brewer blvd,11434,7189778989,chinese
2363919,18942,18566,country taste,"145-94 guy r brewer blvd, ,",11434,7185288055.0,american (new),new castle deli & grocery,14934 guy r brewer blvd,11434,7189955327,delicatessen
2363929,18942,226,country taste,"145-94 guy r brewer blvd, ,",11434,7185288055.0,american (new),peppa pot jamaican cuisine,13428 guy r brewer blvd,11434,7185288200,caribbean
2363930,18942,5115,country taste,"145-94 guy r brewer blvd, ,",11434,7185288055.0,american (new),royal fried chicken,11701 guy r brewer blvd,11434,7182760926,american
2363931,18942,18926,country taste,"145-94 guy r brewer blvd, ,",11434,7185288055.0,american (new),peru rotisserie barbeque chicken and pizza,13406 guy r brewer blvd,11434,7185281122,american
2363944,18942,15151,country taste,"145-94 guy r brewer blvd, ,",11434,7185288055.0,american (new),country taste,14594 guy r brewer blvd,11434,7185288055,other
