name,address,zipcode,cuisine,violation_code,critical_flag,grade
dae song chinese resaurant,4332 corporal kennedy st,11361,chinese,10F,Not Critical,Z
575 pub on second,93 2nd ave,10003,american,10A,Not Critical,A
muscat cafe,17805 union turnpike,11366,jewish/kosher,10F,Not Critical,A
chow,20503 35th ave,11361,chinese,10F,Not Critical,A
meo japanese hibachi,18501 union tpke,11366,japanese,06G,Critical,Z
taste of cochin,24808 union turnpike,11426,indian,08A,Not Critical,Z
scores queens,2650 b q e west,11377,american,10F,Not Critical,A
eon's greek,633 2nd ave,10016,greek,02B,Critical,A
avant garden,130 e 7th st,10009,vegetarian,06F,Critical,A
royal caribbean bakery & restaurant,3815 dyre ave,10466,caribbean,02B,Critical,Z
las marias bar restaurant,1185 broadway,11221,"latin (cuban, dominican, puerto rican, south & central american)",08A,Not Critical,A
golden krust caribbean bakery & grill,9221 parsons boulevard,11433,caribbean,06E,Critical,A
the second chance saloon,659 grand street,11211,american,04H,Critical,A
ollies to go,2425 broadway,10024,chinese/japanese,10F,Not Critical,A
aquamarina,4060 broadway,10032,italian,10F,Not Critical,A
slices,314316 marcy avenue,11211,jewish/kosher,09C,Not Critical,A
fonda,40 avenue b,10009,mexican,10F,Not Critical,A
banana boat restaurant,1138 flatbush ave,11226,caribbean,02H,Critical,Z
justinos pizzeria,89 guyon avenue,10306,pizza,10F,Not Critical,A
the australian,20 west 38 street,10018,australian,04M,Critical,A
tropical restaurant,6722 roosevelt avenue,11377,"latin (cuban, dominican, puerto rican, south & central american)",02G,Critical,A
little caesars,3533 boston rd,10469,pizza,04A,Critical,A
sports mania bar & grill,14367 243 street,11422,american,04L,Critical,A
zora's cafe,712 9th ave,10019,soul food,10F,Not Critical,A
bagels & cream cafe,8002 surrey place,11432,bakery,08A,Not Critical,A
just salad,600 3 avenue,10016,salads,06E,Critical,A
the roast,5124 8th ave,11220,chinese,10F,Not Critical,A
new win shing,4806 broadway,11103,chinese,10F,Not Critical,A
country donuts,3235 richmond avenue,10312,donuts,08A,Not Critical,Z
toast,3157 broadway,10027,american,10B,Not Critical,A
elephant & castle,68 greenwich avenue,10011,american,04L,Critical,Z
rosario deli,2255 31 street,11105,delicatessen,04L,Critical,A
maria's,3811 bell boulevard,11361,greek,10F,Not Critical,A
lox,36 battery pl,10280,jewish/kosher,06F,Critical,A
moonstruck diner,250 east   58 street,10022,american,10F,Not Critical,A
jc tastes,9718a 63rd rd,11374,chinese,10F,Not Critical,A
evergreen on 38st,10 e 38th st,10016,chinese,06C,Critical,Z
rookie's sports bar & grill,1549 arthur kill rd,10312,american,10B,Not Critical,Z
martiniello's iv pizzeria,2249 college point boulevard,11356,pizza,10F,Not Critical,A
coco,33 saint marks pl,10003,café/coffee/tea,04N,Critical,A
domino's,1555 nostrand avenue,11226,pizza,04A,Critical,A
el olivo,2115 31 street,11105,spanish,10F,Not Critical,A
blockhead's mexican diner,954 2 avenue,10022,mexican,06D,Critical,A
la sonrisa empanadas,353 w 14th st,10014,mexican,10F,Not Critical,A
red mango,701 2nd ave,10016,american,10F,Not Critical,A
gramercy  ale house,272 3 avenue,10010,american,04L,Critical,Z
burger inc,353 w 14th st,10014,american,04N,Critical,A
triangulo resto bar,7511 rockaway blvd,11421,"latin (cuban, dominican, puerto rican, south & central american)",06D,Critical,Z
dunkin' donuts,8801 queens boulevard,11373,donuts,06E,Critical,A
the new portales taqueria,2508a broadway,11106,mexican,06C,Critical,A
hama,11 w 51st st,10019,japanese,06D,Critical,A
omonia next door,3216 broadway,11106,bakery,10C,Not Critical,A
the copper still,151 2nd ave,10003,irish,06D,Critical,A
gotham cafe (inside holiday inn),440 west   57 street,10019,american,06C,Critical,A
hong kong house,2307 steinway st,11105,chinese,06C,Critical,Z
ri wong handmade noodle,144a e broadway,10002,chinese,05D,Critical,Z
garlic pizza bar,629 2nd ave,10016,pizza/italian,06B,Critical,A
niu noodle house,15 greenwich avenue,10014,chinese,06D,Critical,Z
mo il gelato,353 w 14th st,10014,"ice cream, gelato, yogurt, ices",06C,Critical,A
bangkok b.a.r.,353 w 14th st,10014,thai,02C,Critical,Z
chinese fried chicken,985 east  174 street,10460,chinese,06D,Critical,A
el rancho cibaeno restaurant,9610 jamaica ave,11421,"latin (cuban, dominican, puerto rican, south & central american)",06F,Critical,A
so go cafe,37b allen street,10002,chinese,04M,Critical,A
kinaras indian food,368 myrtle avenue,11205,indian,06D,Critical,A
blue ginger,106 8 avenue,10011,japanese,10F,Not Critical,A
szechuan gourmet,242 west   56 street,10019,chinese,10F,Not Critical,Z
michaelangelo's restaurant,2911 23 avenue,11105,italian,06C,Critical,A
petite abeille,401 east   20 street,10010,french,04L,Critical,Z
the emerson,561 myrtle avenue,11205,american,06D,Critical,A
wild ginger,226 east   51 street,10022,asian,08A,Not Critical,Z
16 handles,1569 2 avenue,10028,"ice cream, gelato, yogurt, ices",04L,Critical,A
castro's restaurant,511 myrtle avenue,11205,mexican,10F,Not Critical,A
yuka restaurant,1557 2nd ave,10028,japanese,10B,Not Critical,Z
roast kitchen,740 7th ave,10019,american,02B,Critical,A
carma,507 e 6th st,10009,asian,09B,Not Critical,Z
cork & kale (even hotel new york-midtown east),219 e 44th st,10017,american,02G,Critical,A
ocean prime,123 w 52nd st,10019,seafood,06D,Critical,A
golden krust caribbean bakery & grill,13858 francis lewis boulevard,11422,caribbean,04L,Critical,A
nostrand donut shop,1449 nostrand avenue,11226,donuts,06F,Critical,A
baku palace,2001 emmons avenue,11235,russian,10F,Not Critical,A
thai tony's,3019 fort hamilton pkwy,11218,thai,10F,Not Critical,A
dunkin' donuts,482 kings highway,11223,café/coffee/tea,10F,Not Critical,A
dunkin' donuts,21920 northern boulevard,11361,donuts,10F,Not Critical,A
vivi bubble tea,205 allen st,10014,café/coffee/tea,04N,Critical,Z
popeyes louisiana kitchen,11725 farmers blvd,11412,chicken,04N,Critical,A
jenny coffee shop,607 e 169th st,10456,"latin (cuban, dominican, puerto rican, south & central american)",02G,Critical,A
bagels & co,500 e 76th st,10021,bagels/pretzels,10F,Not Critical,A
aki sushi,1531 york ave,10028,japanese,10I,Not Critical,Z
kung fu tea,806 55th st,11220,café/coffee/tea,10B,Not Critical,A
the stand,239 3 avenue,10003,american,06D,Critical,Z
astoria tavern,33-16 23 avenue,11105,irish,10B,Not Critical,A
munchery,701 1st ave,10017,american,06C,Critical,A
24 hour fitness club,298 w 231st st,10463,"juice, smoothies, fruit salads",10F,Not Critical,A
chipotle mexican grill #2834,6135 junction blvd,11374,mexican,08A,Not Critical,Z
domino's pizza,24722d s conduit ave,11422,pizza,10F,Not Critical,A
nino tuscany,117 west   58 street,10019,italian,10F,Not Critical,A
sacco pizza,819 9 avenue,10019,pizza,10F,Not Critical,A
mamani pizza,151 avenue a,10009,pizza,10F,Not Critical,A
yi min restaurant,3821 fort hamilton pkwy,11218,chinese,10F,Not Critical,A
starbucks,300 west   23 street,10011,café/coffee/tea,10B,Not Critical,A
puerto escondido,6401 roosevelt avenue,11377,"latin (cuban, dominican, puerto rican, south & central american)",08A,Not Critical,A
wb caribbean restaurant,9407 church avenue,11212,caribbean,06C,Critical,Z
chela & garnacha,3309 36th ave,11106,mexican,06F,Critical,A
astoria craft bar & kitchen,1801 26th rd,11102,american,08A,Not Critical,A
naked dog,47 java st,11222,italian,06F,Critical,A
masala grill,501b atlantic ave,11217,indian,06D,Critical,A
d'savannah,1460 flatbush avenue,11210,caribbean,06C,Critical,A
paco's tacos plus,1504 86th st,11228,mexican,06D,Critical,Z
quinoa kitchen,287 bedford ave,11211,american,10F,Not Critical,A
t.g.i. friday's,2761 plumb    2 street,11235,american,04N,Critical,Z
the hills restaurant and bar,4706 church avenue,11203,caribbean,04A,Critical,Z
rocky's bar & restaurant,460 w 34th st,10001,pizza/italian,10B,Not Critical,A
king & queens,834 clarkson ave,11203,seafood,08A,Not Critical,Z
21 club,21 west   52 street,10019,american,06D,Critical,A
pacificana rest,813 55 street,11220,chinese,10F,Not Critical,A
don pollo,4106 greenpoint ave,11104,spanish,06C,Critical,A
aska,47 s 5th st,11249,scandinavian,10B,Not Critical,A
e taverna,2619 23rd ave,11105,greek,06A,Critical,Z
18 hipot,8204 18th ave,11214,chinese,06D,Critical,A
shahi moghul indian restaurant,196 flatbush ave,11217,indian,10F,Not Critical,A
99¢ hot pizza,255 livingston street,11217,pizza,06A,Critical,A
danji,346 west   52 street,10019,korean,06D,Critical,Z
maria pizzeria,7101 ft hamilton parkway,11228,pizza/italian,04L,Critical,Z
tandir rokhat,2678 coney island ave,11235,russian,02B,Critical,Z
h.q. lounge,1609 nostrand avenue,11226,american,08A,Not Critical,Z
god bless pizza,17903 jamaica ave,11432,pizza,06C,Critical,Z
krave cafe  and grill,4501 ditmars boulevard,11105,american,06C,Critical,Z
hot pot under de' tree,2839 frederick douglas boulevard,10039,caribbean,02H,Critical,Z
trix,145 bedford avenue,11211,french,04L,Critical,A
champion pizza,17 cleveland place,10012,pizza/italian,10B,Not Critical,A
blessings herbs & coffee,663 flatbush ave,11225,café/coffee/tea,09C,Not Critical,A
subway,33 w end ave,10023,sandwiches,10H,Not Critical,A
starbucks,2202 31 street,11105,café/coffee/tea,10F,Not Critical,A
williams & bailey,507 grand street,11211,american,06D,Critical,Z
marche madison,9 east   40 street,10016,american,02B,Critical,Z
salome latin cuisine,2152 westchester ave,10462,american,04L,Critical,A
little pie company,424 west   43 street,10036,bakery,06D,Critical,A
skyline diner,27127 union tpke,11040,american,10F,Not Critical,Z
loma restaurant coffee shop,941 broadway,11206,spanish,06C,Critical,Z
bm deli & grocery,1916 3 avenue,10029,american,10F,Not Critical,A
silver krust west indian restaurant,22705 merrick boulevard,11413,caribbean,09C,Not Critical,Z
flex mussels,174 east   82 street,10028,american,06D,Critical,A
red rose,315 smith street,11231,italian,08A,Not Critical,Z
chipotle mexican grill,286 1st ave,10009,mexican,04N,Critical,A
giovanni rana restaurant,75 9 avenue,10011,italian,08A,Not Critical,Z
the best of new york food,150 water st,10005,american,06F,Critical,Z
burger king,9006 church avenue,11236,hamburgers,04A,Critical,Z
le pain quotidien,85 broad st,10004,american,10J,Not Critical,A
abv,1504 lexington avenue,10029,american,04L,Critical,Z
maison kayser,326 bleecker st,10014,french,06C,Critical,A
dishes,6 east   45 street,10017,american,02G,Critical,A
clemente's maryland crab house,3939 emmons avenue,11235,american,04A,Critical,Z
great wall chinese restaurant,1539 east new york avenue,11212,chinese,02G,Critical,A
barbes,376 ninth street,11215,american,04L,Critical,A
bagel express,347 lexington avenue,10016,bagels/pretzels,10F,Not Critical,A
pt restaurant,331 bedford avenue,11211,italian,10F,Not Critical,Z
ninth street espresso,341 east 10 street,10009,café/coffee/tea,08A,Not Critical,A
el paso taqueria,64 east   97 street,10029,mexican,08A,Not Critical,A
kaff kafe,5320 16 avenue,11204,jewish/kosher,02G,Critical,A
ovi's place,2925 avenue h,11210,american,02B,Critical,A
hale & hearty soup,462 7 avenue,10018,soups & sandwiches,06D,Critical,A
rao's bar & grill,455 east  114 street,10029,italian,04H,Critical,A
special attention,325 east houston street,10002,american,06C,Critical,A
au bon pain,80 pine street,10005,sandwiches/salads/mixed buffet,02G,Critical,A
habana to go,690 fulton st,11217,spanish,06C,Critical,A
ushiwakamaru,362 w 23rd st,10011,japanese,02G,Critical,Z
black horse pub,568 5 avenue,11215,american,06D,Critical,A
the heritage hotel,18 west   25 street,10010,american,09B,Not Critical,A
littleneck,288 3 avenue,11215,seafood,08A,Not Critical,Z
astoria bowl,1945 49 street,11105,american,06C,Critical,A
osaka japanese fusion,22423 union turnpike,11364,japanese,06A,Critical,A
jenny coffee shop #2,233 kingston ave,11213,spanish,10F,Not Critical,A
39 karaoke,820 39th st,11232,chinese,06C,Critical,A
branch ofc,225 rogers ave,11225,american,06C,Critical,A
parma restaurant,1404 3 avenue,10075,italian,08A,Not Critical,Z
brasserie magritte,1463 third avenue,10028,french,02B,Critical,Z
milanes spanish restaurant,168 west   25 street,10001,spanish,02B,Critical,A
raymi/latin beet kitchen,43 west   24 street,10010,peruvian,04N,Critical,Z
early b jamaican cuisine,13742 guy r brewer boulevard,11434,caribbean,06C,Critical,A
moon roof lounge,1679 hylan blvd,10305,american,10F,Not Critical,A
kustory kabab,126 lexington ave,10016,indian,04N,Critical,A
crown fried chicken,456 sutter avenue,11212,chicken,10F,Not Critical,A
kennedy fried chicken,934 morris ave,10456,chicken,10F,Not Critical,A
galici,1613 bay ridge pkwy,11204,italian,05D,Critical,Z
cafe bari,276 canal st,10013,café/coffee/tea,10D,Not Critical,A
el barrio burritos,796a franklin ave,11238,mexican,06D,Critical,A
kukara macara restaurant,1601 st nicholas avenue,10040,"latin (cuban, dominican, puerto rican, south & central american)",06C,Critical,A
taste of kerala kitchen,26705 hillside avenue,11004,indian,10B,Not Critical,A
hummus place,71 7 avenue south,10014,middle eastern,06C,Critical,A
elrey,100 stanton street,10002,café/coffee/tea,08A,Not Critical,A
rossy's bakery & coffee shop,242 east    3 street,10009,spanish,10F,Not Critical,A
stillwater bar & grill,7880 east    4 street,10003,american,04N,Critical,A
pret a manger,106 west 32nd street,10001,american,02G,Critical,A
idea coffee,246 5th ave,10001,korean,10H,Not Critical,A
el nuevo caridad restaurant,1618 st nicholas avenue,10040,spanish,10F,Not Critical,A
starbucks,462 7 avenue,10018,café/coffee/tea,06D,Critical,A
errol's bakery,661 flatbush avenue,11225,caribbean,10F,Not Critical,Z
la vue,3202 emmons ave,11235,french,06C,Critical,A
panera bread,330 5th ave,10001,american,06D,Critical,A
east garden,3110 36th ave,11106,chinese,04L,Critical,A
danny's athens restaurant,1621 westchester avenue,10472,american,08C,Not Critical,Z
jimbo's hamburgers,228 willis ave,10454,american,09B,Not Critical,A
rockaway roasters,9206 rockaway beach blvd,11693,american,10F,Not Critical,A
sunset  coffee shop and restaurant,5416 2 avenue,11220,american,06D,Critical,Z
popeyes louisiana kitchen,1126 eastern parkway,11213,chicken,02B,Critical,A
comfort zone,16554 baisley blvd,11434,american,06E,Critical,Z
cho cho san japanese restaurant,15 west    8 street,10011,japanese,06C,Critical,A
aged,10702 70th rd,11375,steak,06E,Critical,Z
domino's,6314 queens blvd,11377,pizza,04L,Critical,A
santa fe grill & bar,6025 broadway,10471,mexican,04N,Critical,A
station bar,3950 61 street,11377,irish,10F,Not Critical,A
kung fu hibachi,3907 prince st,11354,chinese,08C,Not Critical,A
bourbon springs,425 graham ave,11211,creole,04L,Critical,A
blue dog kitchen,308 west 50 street,10019,american,10H,Not Critical,A
hunan chinese restaurant,2414 34 avenue,11106,chinese,06D,Critical,A
new bamboo house,4017 avenue u,11234,chinese,06F,Critical,A
fp bakery,200 west street,10282,french,09C,Not Critical,A
insomnia bar & lounge,12705 111th ave,11420,american,08A,Not Critical,Z
chinese delight lucky coming,2387 washington avenue,10458,chinese,06A,Critical,A
new lin's kitchen,7024 35th ave,11372,chinese,08A,Not Critical,A
gu gu yan,4173a bowne st,11355,chinese,06C,Critical,A
milkflower,3412 31st ave,11106,pizza,04L,Critical,A
skinny's cantina,4705 center boulevard,11109,"latin (cuban, dominican, puerto rican, south & central american)",10H,Not Critical,Z
seven sushi cafe,157 central ave,11221,other,04H,Critical,A
prova pizza bar,89 e 42nd st,10017,pizza/italian,10B,Not Critical,Z
pizza port,13515 lefferts boulevard,11420,pizza,02G,Critical,Z
butter beans (unicef),322 e 44th st,10017,american,08A,Not Critical,Z
sam won gahk,14420 northern boulevard,11354,korean,10F,Not Critical,A
friend's pizza cafe,487 7 avenue,11215,pizza,08A,Not Critical,Z
rockaway plaza deli,16043 rockaway boulevard,11434,american,08C,Not Critical,A
lelis bakery & pastry shop,3514 30th ave,11103,café/coffee/tea,06F,Critical,A
burger king,2164 86th st,11214,american,10E,Not Critical,A
uncle bill's diner,3017 stratton street,11354,american,06F,Critical,A
local 138,138 ludlow street,10002,american,06F,Critical,A
chorus music studio/ chorus karaoke lounge bar,25 west   32 street,10001,korean,10F,Not Critical,A
naturopathica chelsea,127 w 26th st,10001,café/coffee/tea,10F,Not Critical,A
kennedy's fried chicken & biscuits,4652 3rd ave,10458,american,10F,Not Critical,A
dinah restaurant,166 2nd ave,10003,middle eastern,06D,Critical,A
tinto,715 nostrand ave,11216,café/coffee/tea,10H,Not Critical,A
gramercy theatre,127 east   23 street,10010,american,10F,Not Critical,Z
johnny's restaurant bar & lounge,10709 rockaway boulevard,11417,caribbean,10F,Not Critical,A
flattopps,3306 ditmars blvd,11105,american,10F,Not Critical,A
lucky six happy,1479 beach channel drive,11691,chinese,04M,Critical,Z
taste of china,5705 5 avenue,11220,chinese,02G,Critical,A
king's chef,13348 whitestone expressway,11354,chinese,10B,Not Critical,A
wenzhou noodle restaurant,4112 college point blvd,11355,chinese,10F,Not Critical,A
oriental star restaurant,11217 farmers boulevard,11412,chinese,10F,Not Critical,A
bar veloce,146 west houston street,10012,tapas,04L,Critical,A
oli 99¢ fresh pizza,2 east burnside avenue,10453,pizza,02B,Critical,A
zerza,320 east    6 street,10003,moroccan,02C,Critical,A
yummy yummy,4122 4th ave,11232,chinese,06F,Critical,A
nona's pizza,6100 riverdale ave,10471,pizza/italian,10B,Not Critical,A
billymarks west,332 9 avenue,10001,american,10F,Not Critical,A
teriyaki one,3023 stratton st,11354,japanese,06E,Critical,A
subway,12702 merrick boulevard,11434,american,10F,Not Critical,A
tulsi restaurant,211 east   46 street,10017,indian,06D,Critical,A
mi paso centro americano restaurant,4129 broadway,10033,"latin (cuban, dominican, puerto rican, south & central american)",10F,Not Critical,Z
plaza king deli,5117 avenue u,11234,american,06D,Critical,Z
jake's handcrafted,559 5 avenue,11215,american,10B,Not Critical,A
the federal bar brooklyn,367 metropolitan ave,11211,american,06C,Critical,Z
sicilia pizzeria,3125 thomson ave,11101,pizza,05A,Critical,Z
pastora restaurant pizzeria,967 e 167th st,10459,spanish,04M,Critical,Z
duane park,308 bowery,10012,american,04C,Critical,A
rainbow bakery and cafe,8618 queens blvd,11373,bakery,10F,Not Critical,A
ruffles bar,919 crossbay boulevard,11693,"bottled beverages, including water, sodas, juices, etc.",06D,Critical,A
kung fu tea,4112b 102nd st,11368,"juice, smoothies, fruit salads",06D,Critical,A
gmc temaxcal deli & grocery,163 park avenue,11205,mexican,10F,Not Critical,A
"dunkin' donuts, baskin robbins",2 east kingsbridge road,10468,donuts,06D,Critical,A
new toyo japanese restaurant,7306 metropolitan avenue,11379,japanese,04C,Critical,A
savor cafe,2925 avenue p,11229,jewish/kosher,10F,Not Critical,Z
shi,4720 center boulevard,11109,chinese,10B,Not Critical,A
bella nova's ristorante,6526 metropolitan ave,11379,pizza/italian,10B,Not Critical,A
plaza lounge,2920 30 avenue,11102,greek,04A,Critical,A
puerto plata restaurant,14919 jamaica avenue,11435,"latin (cuban, dominican, puerto rican, south & central american)",10F,Not Critical,A
sami's kabab house,3557 crescent st,11106,afghan,10B,Not Critical,A
my pizza,1723 university ave,10453,pizza,10F,Not Critical,A
manhattan proper,6 murray street,10007,american,04L,Critical,A
mee thai cuisine,180 5 avenue,11217,thai,10F,Not Critical,A
wolf and lamb,10 east   48 street,10017,steak,10F,Not Critical,A
los florencios,1479 myrtle avenue,11237,bakery,10B,Not Critical,A
american museum of the moving image,3601 35 avenue,11106,café/coffee/tea,04A,Critical,Z
h. k. cafe,4296 main st,11355,chinese,04A,Critical,Z
bamboo garden restaurant,6409 8th ave,11220,chinese,10F,Not Critical,Z
bagelsmith,189 bedford avenue,11211,american,10F,Not Critical,A
kinfolk studios,90 wythe ave.,11249,american,10F,Not Critical,A
aliotta bake shop,4522 avenue n,11234,bakery,06C,Critical,A
east river,97 south    6 street,11249,american,04L,Critical,Z
avi pizza,1858 cornaga avenue,11691,jewish/kosher,02B,Critical,A
devon and blakely,1 world financial center,10281,american,06D,Critical,A
hanki,226 7th ave,11215,korean,10F,Not Critical,A
soul city restaurant,11464 merrick blvd,11434,soul food,06C,Critical,A
lic bagels,3108 36 avenue,11106,mexican,10F,Not Critical,A
piggy's new taste,2310 86th st,11214,chinese,10F,Not Critical,A
nike's pizzeria,625 e 189th st,10458,pizza,02B,Critical,Z
vegan,156 5 avenue,11217,vegetarian,08A,Not Critical,Z
pianos,158 ludlow street,10002,american,06D,Critical,A
texas chicken & burgers,21 w burnside ave,10453,chicken,06C,Critical,A
el caribe,5945 strickland ave,11234,italian,06C,Critical,A
toco's caribbean food,10309 101st ave,11416,caribbean,02B,Critical,A
hale & hearty soup,745 7 avenue,10019,soups & sandwiches,10F,Not Critical,A
kennedy chicken and pizza,941 intervale avenue,10459,chicken,08A,Not Critical,A
gruenebaum's bakery & cafe,5663 riverdale avenue,10471,jewish/kosher,04M,Critical,A
villa fiorita,7720 18 avenue,11214,italian,04L,Critical,A
my coral restaurant,5401 4 avenue,11220,"latin (cuban, dominican, puerto rican, south & central american)",10H,Not Critical,A
win way chinese restaurant,2830 coney island ave,11235,chinese,08A,Not Critical,Z
the barn,3009 21 street,11102,american,06D,Critical,Z
gastro teca astoria,3302 34th ave,11106,italian,09C,Not Critical,A
sidetracks restaurant,4508 queens boulevard,11104,american,10F,Not Critical,A
auntie anne's pretzels,5100 kings plaza,11234,american,10F,Not Critical,Z
zz clam bar,169 thompson st,10012,american,08A,Not Critical,Z
china express restaurant,4106 avenue d,11203,chinese,08A,Not Critical,A
co ba restaurant,110 9th ave,10011,vietnamese/cambodian/malaysia,10F,Not Critical,A
212 steakhouse,316 e 53rd st,10022,steak,04C,Critical,A
grill on the hill,1624 amsterdam ave,10031,american,08A,Not Critical,Z
golden krust,1848 e new york ave,11207,caribbean,06B,Critical,Z
breeze cafe,5613 4 avenue,11220,"ice cream, gelato, yogurt, ices",10F,Not Critical,A
atlantic freeze,620 atlantic ave,11217,american,04N,Critical,A
the arch diner,1866 ralph avenue,11234,american,10F,Not Critical,A
kuu,20 john st,10038,japanese,02H,Critical,Z
wok 88,1570 3 avenue,10128,chinese,06B,Critical,A
bebe fritay restaurant,82b e 18th st,11226,creole,06D,Critical,A
august,791 lexington ave,10065,american,08A,Not Critical,Z
new city,236 knickerbocker ave,11237,chinese,06D,Critical,A
nish nush,41 john st,10038,jewish/kosher,10F,Not Critical,A
el rincon vegano rest,1047 saint nicholas ave,10032,"latin (cuban, dominican, puerto rican, south & central american)",06D,Critical,Z
mamu thai,3602 36th ave,11106,thai,10F,Not Critical,A
ki sushi,122 smith street,11201,japanese,04N,Critical,A
west place take out,1288 amsterdam ave,10027,chinese,06D,Critical,A
santa ana deli & grocery,171 irving ave,11237,mexican,06F,Critical,Z
boomer and carton,620 atlantic avenue,11217,american,10I,Not Critical,A
new garden restaurant,4317 beach channel dr,11691,chinese,10F,Not Critical,Z
brooklyn bagel & coffee company,3509 ditmars boulevard,11105,bagels/pretzels,10F,Not Critical,A
niko niko sushi & bowl,133 john st,10038,japanese,02B,Critical,A
tony's pizza,355 graham avenue,11211,pizza,08A,Not Critical,Z
sebastian - chloe 81/ farm house,81 ludlow street,10002,french,06D,Critical,A
natural tofu & noodles restaurant (book chang dong),4006 queens boulevard,11104,korean,02G,Critical,Z
xahar halal thai,7917 atlantic ave,11421,thai,09C,Not Critical,Z
porteno,299 10 avenue,10001,spanish,10E,Not Critical,A
oslo coffee roasters,422 east   75 street,10021,café/coffee/tea,10F,Not Critical,A
yiasou,2003 emmons avenue,11235,mediterranean,06E,Critical,A
kang suh korean restaurant,1250 broadway,10001,korean,04N,Critical,Z
boston jerk-city restaurant,1344 utica avenue,11203,caribbean,04L,Critical,Z
gigi cafe,2067 broadway,10023,american,09C,Not Critical,A
apotheke/chemist,9 doyers street,10013,american,06C,Critical,Z
draft barn,28 dooley street,11235,american,10F,Not Critical,A
paisanos burgerscalexico,620 atlantic avenue,11217,hamburgers,10F,Not Critical,A
sports cafe,172 avenue s,11223,eastern european,10F,Not Critical,A
fiddlesticks,5456 greenwich avenue,10011,american,08A,Not Critical,A
alba's pizza,3620 ditmars boulevard,11105,pizza,05D,Critical,A
zaitzeff,72 nassau street,10038,american,06C,Critical,A
masago bistro,766 nostrand avenue,11216,japanese,06A,Critical,A
red star chinese restaurant,2525 adam clayton powell jr boulevard,10039,chinese,06C,Critical,A
coffee spot cafe,1617 jerome avenue,11235,russian,06D,Critical,A
asian wok,88 fulton st,10038,chinese,06D,Critical,A
brooklyn bangers & dogs,620 atlantic avenue,11217,hamburgers,10B,Not Critical,A
da claudio,21 ann st,10038,italian,10F,Not Critical,A
buffalo boss,620 atlantic avenue,11217,chicken,10F,Not Critical,A
donnybrook,3739 clinton street,10002,irish,04H,Critical,A
cactus tex-mex food,3850 nostrand ave,11235,tex-mex,02B,Critical,A
lotus cafe & bagels,4 neptune avenue,11235,american,04L,Critical,A
honda/legends lounge,620 atlantic avenue,11217,american,10F,Not Critical,A
mr. nosh,3323 avenue n,11234,chinese,10F,Not Critical,A
yummy kitchen/cheung wong kitchen,38 allen street,10002,chinese,10F,Not Critical,A
balkh shish kabab house,2310 31st st,11105,afghan,04L,Critical,A
georgia's eastside bbq,192 orchard street,10002,barbecue,02G,Critical,A
cafe champignon,200 7 avenue,10011,french,08A,Not Critical,A
big bowl,1764 1st ave,10128,thai,04A,Critical,A
"dunkin' donuts, baskin robbins",1392 lexington avenue,10128,donuts,06C,Critical,A
yung sun seafood restaurant,47 east broadway,10002,chinese,02G,Critical,Z
altus cafe,4325 broadway,10033,"latin (cuban, dominican, puerto rican, south & central american)",06D,Critical,Z
blossom  on columbus,507 columbus ave,10024,american,06D,Critical,A
roberts delight caribbean & american restaurant,1330 beach channel drive,11691,caribbean,04A,Critical,A
bqe,620 atlantic avenue,11217,barbecue,10F,Not Critical,A
sarku japan,11114 flatlands ave,11207,japanese,10F,Not Critical,A
ornella trattoria italiana,2917 23 avenue,11105,italian,10B,Not Critical,A
el mekkah bar & grill,277 wyckoff ave,11237,american,04A,Critical,A
fabiane's cafe & pastry,142 north    5 street,11211,bakery,04C,Critical,A
roma pizza,1568 3 avenue,10128,pizza,06C,Critical,Z
shem tov,5326 13 avenue,11219,jewish/kosher,08C,Not Critical,A
serafina,7 9 avenue,10014,italian,04L,Critical,Z
starbucks,4609 queens boulevard,11104,café/coffee/tea,10E,Not Critical,A
isle of capri resturant,1028 3 avenue,10065,italian,06C,Critical,A
vinotapa,201203 east   31 street,10016,american,04H,Critical,A
el pilon restaurant,354 cornelia street,11237,spanish,08C,Not Critical,A
dtut,1744 2nd ave,10128,american,10F,Not Critical,A
ave coffee house,4501 greenpoint avenue,11104,american,08A,Not Critical,A
anthony's restaurant & pizzeria,799 stanley avenue,11207,spanish,08A,Not Critical,A
sweetgreen,311 amsterdam ave,10023,american,10F,Not Critical,A
new wah yeung's kitchen,4324 43rd ave,11104,chinese,09C,Not Critical,A
pates plus bakery,9715 springfield boulevard,11429,bakery,06C,Critical,Z
modhu mita indian restaurant,2546 7th ave,10039,indian,10F,Not Critical,A
press dining & beer room,620 atlantic avenue,11217,american,04N,Critical,A
vivi bubble tea,3516 ditmars blvd,11105,asian,10F,Not Critical,A
"dunkin' donuts, baskin robbins",875 3rd ave,10022,donuts,10F,Not Critical,A
cea-lo cafe,2496 adam clayton powell jr blvd,10030,seafood,10F,Not Critical,A
fairfield inn marriott,5230 van dam street,11101,american,06C,Critical,A
el mexicano restaurante & cafe,2102 east   15 street,11229,tex-mex,02B,Critical,A
morgan stanley employee cafeteria,1 new york plaza,10004,american,10F,Not Critical,A
uptown slices,272 w 135 street,10030,pizza,08C,Not Critical,A
brooklyn burger,620 atlantic avenue,11217,hamburgers,10F,Not Critical,A
moe's gourmet food & pizza,3050 whitestone expressway,11354,american,06A,Critical,A
buffalo boss,620 atlantic avenue,11217,hotdogs,10F,Not Critical,A
